"Player","Team","Positions","IP","K","W","SV","ERA","WHIP","ER","H","BB","HR","G","GS","L","CG","PTS"
"Tarik Skubal","DET","SP","193.0","235","14","0","2.72","0.97","58","147","40","18","31","31","7","1","704"
"Garrett Crochet","BOS","SP","188.8","231","14","0","3.01","1.06","63","152","49","20","31","31","8","1","689"
"Paul Skenes","PIT","SP","185.6","221","13","0","2.80","1.04","58","145","48","15","31","31","7","1","664"
"Logan Webb","SF","SP","196.4","187","13","0","3.28","1.17","72","184","46","15","32","31","9","1","599"
"Cristopher Sanchez","PHI","SP","191.1","187","13","0","3.20","1.14","68","171","47","16","31","31","8","1","596"
"Jesus Luzardo","PHI","SP","176.8","197","12","0","3.67","1.18","72","153","55","22","31","30","9","0","595"
"Bryan Woo","SEA","SP","186.5","189","13","0","3.41","1.05","71","156","40","24","31","31","9","0","594"
"Hunter Brown","HOU","SP","179.4","194","12","0","3.44","1.17","69","151","59","19","31","30","8","1","593"
"Dylan Cease","TOR","SP","169.8","200","11","0","3.69","1.21","70","141","65","20","31","30","9","0","590"
"Chris Sale","ATL","SP","159.0","195","11","0","3.23","1.10","57","131","43","17","27","27","6","0","576"
"Framber Valdez","DET","SP","190.7","178","13","0","3.49","1.22","74","170","63","16","30","30","9","2","575"
"Cole Ragans","KC","SP","155.7","194","11","0","3.37","1.15","58","124","55","17","27","28","7","0","570"
"Max Fried","NYY","SP","182.6","172","14","0","3.32","1.16","67","159","54","17","30","30","8","1","563"
"Joe Ryan","MIN","SP","168.4","185","11","0","3.80","1.10","71","145","40","25","29","29","9","0","558"
"Logan Gilbert","SEA","SP","165.1","184","11","0","3.38","1.06","62","135","39","21","29","29","7","1","557"
"Spencer Strider","ATL","SP","157.9","187","11","0","3.96","1.21","69","136","56","21","28","28","9","0","552"
"Sonny Gray","BOS","SP","171.1","180","11","0","3.74","1.19","71","159","45","21","30","30","9","0","551"
"Nick Pivetta","SD","SP","169.7","184","10","0","3.90","1.15","74","144","51","26","29","29","9","0","551"
"Freddy Peralta","NYM","SP","164.3","183","11","0","3.78","1.19","69","135","61","21","30","30","8","0","551"
"Kevin Gausman","TOR","SP","178.8","175","12","0","3.93","1.21","78","163","52","24","30","30","9","1","550"
"Jacob deGrom","TEX","SP","162.5","180","11","0","3.48","1.06","63","133","39","22","28","28","8","0","546"
"Yoshinobu Yamamoto","LAD","SP","159.3","174","12","0","3.28","1.11","58","129","48","16","27","27","6","0","538"
"MacKenzie Gore","TEX","SP","159.8","181","10","0","3.87","1.25","69","139","60","20","29","29","9","0","537"
"Robbie Ray","SF","SP","171.0","177","10","0","4.18","1.28","79","152","66","25","30","30","10","1","536"
"Zac Gallen","ARI","SP","179.3","168","12","0","4.11","1.27","82","169","58","23","31","31","10","0","534"
"George Kirby","SEA","SP","170.3","167","12","0","3.57","1.10","68","155","33","21","30","30","8","0","530"
"Luis Castillo","SEA","SP","177.8","167","11","0","3.89","1.19","77","161","51","25","31","30","9","0","528"
"Tanner Bibee","CLE","SP","177.0","166","11","0","3.93","1.22","77","163","53","24","30","30","10","1","526"
"Ryan Pepiot","TB","SP","167.0","171","10","0","4.06","1.22","75","144","59","25","31","31","10","0","522"
"Jack Flaherty","DET","SP","158.0","174","10","0","4.01","1.24","70","142","55","21","29","29","9","0","521"
"Gavin Williams","CLE","SP","166.1","169","10","0","3.97","1.30","73","145","71","21","30","30","9","0","518"
"Aaron Nola","PHI","SP","168.7","167","10","0","4.15","1.22","78","160","46","25","29","29","9","0","514"
"Yusei Kikuchi","LAA","SP","166.7","168","9","0","4.27","1.32","79","160","60","25","31","30","10","0","508"
"Michael King","SD","SP","157.2","165","10","0","3.80","1.23","66","138","55","20","28","29","8","1","504"
"Nathan Eovaldi","TEX","SP","162.0","156","11","0","3.62","1.14","65","143","41","19","27","27","8","1","497"
"Jose Soriano","LAA","SP","170.5","155","10","0","3.82","1.33","72","155","72","14","31","30","10","0","495"
"Mitch Keller","PIT","SP","175.5","154","10","0","4.29","1.29","84","173","53","22","31","31","11","0","492"
"Brady Singer","CIN","SP","168.1","156","10","0","4.35","1.29","81","163","54","24","31","31","11","0","490"
"Ranger Suarez","BOS","SP","166.8","150","11","0","3.68","1.24","68","160","48","17","28","28","8","0","488"
"Zack Wheeler","PHI","SP","140.9","161","10","0","3.28","1.08","51","115","37","16","23","23","6","0","487"
"Sandy Alcantara","MIA","SP","179.1","148","10","0","4.13","1.26","82","173","53","21","30","30","11","1","484"
"Blake Snell","LAD","SP","130.7","162","10","0","3.46","1.21","50","101","57","14","23","24","6","0","480"
"Andrew Abbott","CIN","SP","166.7","151","10","0","4.21","1.26","78","158","52","26","29","29","9","1","480"
"Chris Bassitt","BAL","SP","167.9","151","10","0","4.30","1.32","80","164","57","23","33","29","10","1","480"
"Brandon Woodruff","MIL","SP","146.9","156","10","0","3.76","1.13","61","126","40","21","27","27","8","0","478"
"Nick Lodolo","CIN","SP","152.0","154","9","0","4.03","1.19","68","140","41","21","28","28","9","1","471"
"Matthew Boyd","CHC","SP","162.1","146","10","0","3.93","1.20","71","149","46","21","28","28","9","0","469"
"Jacob Misiorowski","MIL","SP","136.7","158","9","0","3.96","1.27","60","111","63","17","30","25","8","0","468"
"Carlos Rodon","NYY","SP","145.1","152","10","0","3.99","1.21","64","123","53","20","26","26","8","0","467"
"Brandon Pfaadt","ARI","SP","164.8","145","10","0","4.38","1.26","80","169","39","24","29","29","10","0","465"
"David Peterson","NYM","SP","161.4","144","10","0","3.93","1.34","70","154","61","15","29","29","8","1","464"
"Emmet Sheehan","LAD","SP","134.5","156","9","0","3.82","1.16","57","110","45","19","34","24","6","0","463"
"Shane Baz","BAL","SP","151.8","150","9","0","4.19","1.27","71","139","54","21","28","28","9","0","461"
"Shane Smith","CWS","SP","157.9","150","8","0","4.21","1.28","74","143","59","21","29","29","10","0","461"
"Nolan McLean","NYM","SP","149.8","145","10","0","3.82","1.28","64","133","58","16","26","26","8","0","458"
"Jack Leiter","TEX","SP","152.3","147","9","0","4.30","1.29","73","135","62","21","29","28","9","0","455"
"Kyle Bradish","BAL","SP","138.0","149","9","0","3.58","1.18","55","119","44","15","25","26","7","0","454"
"Tyler Glasnow","LAD","SP","130.0","152","9","0","3.65","1.17","53","104","48","16","23","23","6","0","453"
"Eury Perez","MIA","SP","137.5","152","8","0","3.92","1.17","60","115","47","19","27","27","8","0","452"
"Drew Rasmussen","TB","SP","154.2","139","10","0","3.65","1.16","63","139","41","18","30","30","8","0","451"
"Shota Imanaga","CHC","SP","154.1","141","10","0","4.10","1.15","70","143","35","27","27","27","8","0","451"
"Merrill Kelly","ARI","SP","155.8","140","10","0","4.06","1.25","70","148","47","20","27","27","8","0","451"
"Bailey Ober","MIN","SP","157.3","143","9","0","4.36","1.20","76","152","38","26","28","28","9","1","450"
"Edward Cabrera","CHC","SP","137.3","147","9","0","3.90","1.24","59","116","54","16","26","26","7","0","447"
"Tatsuya Imai","HOU","SP","146.4","148","8","0","4.30","1.33","70","132","63","19","26","26","7","3","447"
"Mason Miller","SD","RP","65.4","102","4","33","2.53","0.99","18","40","25","6","63","0","2","0","445"
"Reid Detmers","LAA","RP","136.5","150","8","0","4.20","1.27","64","124","50","19","31","24","8","0","445"
"Edwin Diaz","LAD","RP","64.8","90","5","37","3.03","1.07","22","47","22","7","64","0","2","0","444"
"Cody Ponce","TOR","SP","142.8","147","8","0","4.08","1.25","65","132","46","19","38","22","8","0","444"
"Jeffrey Springs","ATH","SP","161.9","137","9","0","4.61","1.31","83","161","52","27","29","29","10","0","439"
"Luis Severino","ATH","SP","168.2","134","9","0","4.59","1.34","86","170","54","24","29","29","11","0","438"
"Kris Bubic","KC","SP","141.3","138","9","0","3.76","1.25","59","130","47","14","30","25","7","0","433"
"Michael Wacha","KC","SP","165.1","128","10","0","4.32","1.29","79","164","49","22","29","29","10","0","432"
"Seth Lugo","KC","SP","159.1","133","9","0","4.42","1.32","78","158","52","23","28","28","9","0","431"
"Shohei Ohtani (Pitcher)","LAD","SP","119.5","144","9","0","3.39","1.11","45","94","39","14","23","23","5","1","430"
"Joe Musgrove","SD","SP","143.5","136","9","0","3.94","1.20","63","134","38","19","26","26","8","0","429"
"Chase Burns","CIN","SP,RP","120.7","145","8","0","3.64","1.16","49","103","37","16","27","22","7","1","426"
"Brayan Bello","BOS","SP","156.4","128","10","0","4.26","1.34","74","155","55","18","28","28","9","0","425"
"Ryne Nelson","ARI","SP,RP","156.1","129","9","0","4.19","1.26","73","153","43","21","33","27","8","0","423"
"Bubba Chandler","PIT","SP","144.1","136","8","0","4.20","1.31","67","135","54","18","33","26","8","0","423"
"Trey Yesavage","TOR","SP","125.0","143","7","0","3.81","1.24","53","102","53","15","31","23","6","0","420"
"Joey Cantillo","CLE","SP,RP","132.2","140","7","0","3.89","1.30","57","116","57","16","43","21","7","0","419"
"Shane McClanahan","TB","SP","128.8","137","8","0","3.65","1.17","52","112","39","16","23","23","7","0","417"
"Cade Smith","CLE","RP","69.1","89","5","31","2.88","1.07","22","53","21","6","70","0","3","0","416"
"Dustin May","STL","SP","146.8","131","8","0","4.31","1.30","70","137","54","18","30","25","9","0","414"
"Chad Patrick","MIL","SP","140.8","132","8","0","4.35","1.27","68","133","47","22","27","26","8","0","411"
"Reynaldo Lopez","ATL","SP","131.9","133","8","0","3.96","1.26","58","120","46","16","31","23","7","0","409"
"Clay Holmes","NYM","SP","148.7","121","10","0","3.94","1.34","65","143","56","14","28","28","9","0","408"
"Noah Cameron","KC","SP","147.5","125","9","0","4.23","1.30","69","143","48","20","27","27","9","0","408"
"Sean Manaea","NYM","SP,RP","128.8","134","8","0","4.09","1.21","59","114","41","19","34","22","7","0","407"
"Bryce Miller","SEA","SP","141.1","126","9","0","4.13","1.21","65","129","42","21","26","26","8","0","406"
"Slade Cecconi","CLE","SP","151.9","126","8","0","4.48","1.26","76","152","40","25","28","28","10","0","406"
"Casey Mize","DET","SP","143.2","125","9","0","4.13","1.26","66","140","40","19","27","27","8","0","405"
"Trevor Rogers","BAL","SP","144.0","124","9","0","4.07","1.28","65","138","47","17","26","26","8","1","405"
"Jameson Taillon","CHC","SP","153.7","119","10","0","4.45","1.24","76","153","38","25","27","27","9","0","404"
"Sean Burke","CWS","SP,RP","140.8","133","7","0","4.77","1.39","75","135","62","23","26","26","10","0","404"
"Devin Williams","NYM","RP","64.0","85","5","31","3.10","1.15","22","47","27","6","65","0","3","0","403"
"Cristian Javier","HOU","SP","139.9","128","8","0","4.68","1.33","73","128","58","22","26","26","9","0","399"
"Jhoan Duran","PHI","RP","66.8","78","5","32","2.87","1.12","21","54","20","5","68","0","3","0","397"
"Matthew Liberatore","STL","SP","148.0","122","8","0","4.33","1.30","71","147","46","19","28","28","10","0","397"
"Mike Burrows","HOU","SP,RP","131.1","130","7","0","4.14","1.26","60","120","45","19","30","25","7","0","396"
"Andres Munoz","SEA","RP","63.2","80","4","32","2.92","1.12","20","46","25","5","64","0","3","0","393"
"Cam Schlittler","NYY","SP","126.9","127","8","0","4.00","1.28","56","113","49","16","24","24","7","0","393"
"Aroldis Chapman","BOS","RP","59.8","83","4","31","3.00","1.15","20","43","27","5","62","0","3","0","391"
"Taj Bradley","MIN","SP","132.8","126","7","0","4.32","1.30","64","125","47","19","30","24","8","0","388"
"Jacob Lopez","ATH","SP","122.5","129","7","0","4.29","1.29","58","109","49","18","23","23","8","0","387"
"Grant Holmes","ATL","SP","127.5","127","7","0","4.23","1.33","60","121","49","17","32","21","7","0","387"
"Kyle Freeland","COL","SP","160.8","118","7","0","5.06","1.42","90","185","44","26","29","29","12","0","387"
"David Bednar","NYY","RP","61.8","75","4","33","3.27","1.13","22","49","21","7","63","0","3","0","386"
"Gerrit Cole","NYY","SP","123.0","124","8","0","3.84","1.16","52","107","36","17","21","21","6","1","385"
"Grayson Rodriguez","LAA","SP","119.6","128","7","0","3.95","1.24","52","108","40","16","22","22","7","0","385"
"Foster Griffin","WSH","RP","133.4","123","7","0","4.15","1.27","62","128","42","17","30","23","8","0","383"
"Eduardo Rodriguez","ARI","SP","133.9","119","8","0","4.42","1.36","66","135","48","18","28","24","8","0","379"
"Braxton Ashcraft","PIT","SP,RP","132.5","119","7","0","3.94","1.29","58","129","42","14","38","22","7","0","377"
"Justin Verlander","DET","SP","139.4","116","8","0","4.41","1.30","68","136","46","20","26","26","8","0","377"
"Will Warren","NYY","SP","124.8","123","7","0","4.26","1.31","59","118","45","17","35","21","7","0","376"
"Davis Martin","CWS","SP","149.4","115","7","0","4.61","1.36","77","151","52","21","28","28","10","0","376"
"Dean Kremer","BAL","SP","136.5","116","8","0","4.42","1.29","67","134","42","21","32","23","8","0","375"
"Nick Martinez","TB","SP,RP","144.8","112","8","0","4.34","1.28","70","145","40","19","41","22","9","0","374"
"Kodai Senga","NYM","SP","119.5","120","8","0","3.97","1.31","53","104","52","14","29","20","6","0","373"
"Zach Eflin","BAL","SP","141.7","110","9","0","4.39","1.24","69","148","28","22","29","24","8","0","372"
"Quinn Priester","MIL","SP,RP","136.5","113","8","0","4.13","1.30","63","132","45","16","24","24","8","0","371"
"Simeon Woods Richardson","MIN","SP","131.4","117","7","0","4.50","1.33","66","125","49","19","29","25","8","0","367"
"Cade Horton","CHC","SP","129.4","113","8","0","4.04","1.24","58","118","43","17","24","24","7","0","366"
"Cade Cavalli","WSH","SP","133.8","114","7","0","4.29","1.34","64","132","47","16","25","25","8","0","365"
"Max Meyer","MIA","SP","126.0","116","7","0","4.33","1.31","61","124","42","17","28","23","8","0","363"
"Daniel Palencia","CHC","RP","64.4","73","4","29","3.66","1.25","26","53","27","7","63","0","3","0","362"
"Zack Littell","WSH","SP","144.1","108","7","0","4.53","1.25","73","149","31","24","26","25","9","0","359"
"Michael Lorenzen","COL","SP,RP","142.9","113","6","0","5.10","1.44","81","153","52","24","26","26","10","0","358"
"Adrian Houser","SF","SP","143.6","104","8","0","4.36","1.37","70","149","48","16","26","26","9","0","357"
"Landen Roupp","SF","SP","121.2","113","7","0","4.09","1.34","55","115","48","13","28","23","7","0","355"
"Tyler Mahle","SF","SP","130.4","107","8","0","4.12","1.28","60","126","41","16","24","24","8","0","354"
"Ryan Helsley","BAL","RP","62.6","71","4","28","3.51","1.21","24","53","23","7","62","0","3","0","353"
"Zebby Matthews","MIN","SP","116.5","114","7","0","4.10","1.24","53","114","30","17","29","21","7","0","353"
"Josh Hader","HOU","RP","55.1","76","4","27","3.20","1.07","20","39","20","7","54","0","3","0","352"
"Braxton Garrett","MIA","SP","122.6","110","7","0","3.97","1.22","54","120","30","15","29","22","7","1","351"
"Jeff Hoffman","TOR","RP","62.5","75","4","26","3.64","1.17","25","51","23","8","64","0","3","0","350"
"Parker Messick","CLE","SP","120.1","111","7","0","4.10","1.30","55","115","41","15","23","23","7","0","350"
"Raisel Iglesias","ATL","RP","65.0","70","4","27","3.63","1.14","26","57","17","8","66","0","3","0","347"
"Ryan Weathers","NYY","SP","116.9","111","7","0","4.08","1.26","53","107","41","16","30","20","6","0","347"
"Emilio Pagan","CIN","RP","65.6","72","3","27","3.94","1.18","29","55","22","10","66","0","3","0","345"
"Aaron Civale","ATH","SP,RP","124.2","107","7","0","4.69","1.31","65","123","40","20","23","23","8","0","341"
"Shane Bieber","TOR","SP","115.9","107","7","0","3.81","1.18","49","109","28","15","25","19","6","0","340"
"Roki Sasaki","LAD","SP","111.5","109","7","0","4.19","1.31","52","102","44","14","32","19","6","1","339"
"Anthony Kay","CWS","SP","128.1","106","6","0","4.54","1.39","65","127","51","18","33","21","9","1","338"
"Steven Matz","TB","RP","124.2","105","6","0","4.18","1.28","58","124","34","17","35","20","7","0","335"
"Andre Pallante","STL","SP","136.9","95","8","0","4.34","1.41","66","140","53","13","26","25","9","0","334"
"Michael McGreevy","STL","SP","135.5","94","8","0","4.15","1.28","62","140","33","16","28","23","8","0","333"
"Carlos Estevez","KC","RP","63.9","57","3","31","4.24","1.28","30","59","23","8","65","0","4","0","333"
"Lucas Giolito","","SP","116.5","105","7","0","4.65","1.37","60","114","46","18","24","21","8","0","332"
"Jose Berrios","TOR","SP","121.4","102","7","0","4.41","1.29","59","119","38","19","37","17","7","0","331"
"Miles Mikolas","WSH","SP","143.9","94","7","0","4.83","1.32","77","156","34","24","27","27","10","0","328"
"Jose Quintana","COL","SP","139.9","96","7","0","5.10","1.50","79","155","55","20","25","25","10","0","327"
"Chris Paddack","MIA","SP,RP","131.0","99","6","0","4.76","1.32","69","138","34","22","31","23","8","0","325"
"Abner Uribe","MIL","RP","69.4","81","4","17","3.13","1.21","24","53","31","5","70","0","3","0","324"
"Grant Taylor","CWS","RP","85.0","101","5","5","3.28","1.19","31","70","32","7","71","3","4","0","322"
"Pete Fairbanks","MIA","RP","60.2","63","3","26","3.54","1.22","24","52","21","6","61","0","3","0","319"
"Ian Seymour","TB","SP,RP","106.5","103","6","0","4.05","1.22","48","97","33","15","35","15","6","0","319"
"Ryan Walker","SF","RP","62.7","66","4","23","3.48","1.20","24","56","20","6","63","0","3","0","318"
"Bryce Elder","ATL","SP","118.1","97","7","0","4.57","1.37","60","122","40","15","25","20","7","0","317"
"Luis Morales","ATH","SP","114.0","101","6","0","4.59","1.35","58","108","46","18","27","20","7","0","317"
"Griffin Jax","TB","RP","65.7","83","4","15","3.02","1.09","22","53","19","6","67","0","3","0","316"
"Hunter Greene","CIN","SP","88.2","108","6","0","3.70","1.12","36","70","29","12","16","16","4","1","316"
"Dennis Santana","PIT","RP","66.5","62","4","24","3.93","1.27","29","61","23","7","67","0","3","0","316"
"Logan Allen","CLE","SP","121.1","97","6","0","4.56","1.41","61","123","47","17","27","22","8","0","315"
"Mick Abel","MIN","SP","110.8","100","6","0","4.63","1.42","57","107","50","15","28","20","7","0","312"
"Trevor Megill","MIL","RP","62.5","77","4","17","3.44","1.18","24","51","23","7","62","0","3","0","310"
"Luis Gil","NYY","SP","102.4","101","6","0","4.35","1.33","49","87","49","14","38","14","5","0","310"
"Chase Dollander","COL","SP","117.0","100","5","0","5.33","1.51","69","123","53","18","23","23","9","0","308"
"Logan Henderson","MIL","SP","97.9","100","6","0","4.15","1.21","45","88","31","15","27","16","6","0","305"
"Robert Garcia","TEX","RP","61.8","67","4","20","3.63","1.23","25","54","22","7","64","0","3","0","303"
"Seranthony Dominguez","CWS","RP","61.1","69","3","20","3.90","1.29","27","51","28","8","64","0","4","0","301"
"Kenley Jansen","DET","RP","58.1","59","3","24","3.97","1.21","26","50","21","8","59","0","3","0","298"
"Richard Fitts","STL","SP","117.2","90","6","0","4.52","1.34","59","119","38","17","30","21","7","0","298"
"Randy Vasquez","SD","SP","129.0","87","6","0","4.86","1.41","70","134","47","19","30","24","8","0","298"
"Bryan Abreu","HOU","RP","67.8","90","4","8","3.16","1.18","24","51","28","7","68","0","3","0","296"
"Kyle Leahy","STL","RP","112.3","93","5","0","4.31","1.35","54","112","40","13","48","14","6","0","296"
"Jacob Latz","TEX","SP,RP","101.2","97","5","0","4.35","1.38","49","91","49","13","44","11","5","0","296"
"Jake Irvin","WSH","SP","121.3","89","6","0","4.86","1.36","66","125","40","20","30","20","8","0","296"
"Andrew Painter","PHI","SP","106.4","93","6","0","4.65","1.37","55","107","39","17","27","19","6","0","295"
"Jared Jones","PIT","SP","93.9","95","6","0","3.96","1.24","41","85","32","12","21","17","6","0","293"
"Lance McCullers Jr.","HOU","SP","98.2","95","5","0","4.53","1.43","49","92","49","13","27","18","6","0","289"
"German Marquez","SD","SP","118.4","87","6","0","5.08","1.43","67","128","41","19","26","22","8","0","289"
"Michael Soroka","ARI","SP,RP","93.4","93","5","1","4.12","1.26","43","84","34","12","41","11","5","0","288"
"Clayton Beeter","WSH","RP","61.9","72","3","16","3.90","1.35","27","50","33","7","57","0","3","0","287"
"Johan Oviedo","BOS","SP","96.0","92","5","0","4.30","1.33","46","87","41","12","32","15","5","0","282"
"Max Scherzer","TOR","SP","95.2","91","5","0","4.40","1.22","47","89","27","17","27","16","6","0","279"
"Victor Vodnik","COL","RP","63.1","59","3","19","4.31","1.47","30","62","30","7","61","0","4","0","276"
"Taijuan Walker","PHI","SP,RP","116.0","81","6","0","5.00","1.43","64","123","42","19","39","17","7","0","276"
"Kyle Harrison","MIL","SP,RP","89.9","90","5","0","4.22","1.31","42","82","35","13","28","15","4","0","274"
"Kumar Rocker","TEX","SP","95.4","86","5","0","4.21","1.29","45","92","31","12","29","16","6","0","270"
"Edwin Uceta","TB","RP","60.6","73","4","11","3.74","1.20","25","50","23","8","59","0","3","0","269"
"Joe Boyle","TB","SP,RP","81.3","90","5","0","4.06","1.35","37","67","43","9","27","13","5","0","268"
"Griffin Canning","SD","SP","97.3","85","5","0","4.47","1.35","48","94","37","15","27","17","6","0","268"
"Rhett Lowder","CIN","SP","105.6","82","5","0","4.55","1.35","53","108","34","14","27","19","6","0","268"
"Kevin Ginkel","ARI","RP","62.0","64","4","14","3.85","1.28","27","56","23","6","61","0","3","0","267"
"Jeremiah Estrada","SD","RP","68.0","92","4","1","3.37","1.15","25","51","27","8","69","0","3","0","265"
"Tomoyuki Sugano","COL","SP","118.4","75","6","0","5.21","1.42","69","138","30","21","22","22","9","1","264"
"Garrett Cleavinger","TB","RP","62.8","78","4","7","3.42","1.16","24","49","24","7","66","0","3","0","262"
"Riley O'Brien","STL","RP","62.4","64","3","14","3.73","1.32","26","55","27","6","60","0","3","0","262"
"Taylor Rogers","MIN","RP","58.4","61","3","16","4.13","1.34","27","54","25","7","60","0","3","0","262"
"Spencer Arrighetti","HOU","SP","86.0","86","5","0","4.59","1.36","44","79","38","13","24","14","5","0","261"
"Josiah Gray","WSH","SP","96.3","83","5","0","4.94","1.39","53","94","40","16","18","17","7","0","261"
"Ryan Feltner","COL","SP","102.8","83","4","0","5.16","1.50","59","110","43","15","28","17","7","0","259"
"Justin Steele","CHC","SP","85.1","80","6","0","3.59","1.18","34","77","23","9","16","15","4","0","258"
"Robert Suarez","ATL","RP","66.0","69","4","9","3.59","1.18","26","58","20","7","67","0","3","0","256"
"Brad Lord","WSH","SP","98.7","78","5","0","4.38","1.34","48","99","34","12","40","13","6","0","256"
"Erick Fedde","CWS","SP,RP","106.7","77","5","0","4.97","1.42","59","110","42","17","24","18","7","0","256"
"Hunter Barco","PIT","SP,RP","87.5","81","5","0","4.14","1.34","40","81","36","10","35","12","4","0","255"
"Ryan Weiss","HOU","SP","84.3","81","5","0","4.33","1.32","41","79","33","12","35","10","5","0","251"
"Aaron Ashby","MIL","RP","77.7","80","4","1","3.74","1.37","32","69","37","6","59","2","4","0","247"
"JoJo Romero","STL","RP","61.8","58","4","12","3.68","1.30","25","56","24","6","64","0","3","0","245"
"Patrick Corbin","","SP","94.1","75","5","0","4.85","1.42","51","102","32","14","20","17","7","0","244"
"Drew Anderson","DET","RP","74.8","82","4","0","4.01","1.27","33","64","31","9","46","5","4","0","242"
"Tyler Anderson","","SP","94.7","74","5","0","4.88","1.42","51","96","38","15","20","17","7","0","242"
"Luke Weaver","NYM","RP","66.6","72","4","5","3.97","1.21","29","59","22","10","61","0","3","0","241"
"Hogan Harris","ATH","RP","65.9","63","3","10","4.37","1.40","32","61","31","8","57","0","3","0","241"
"Caden Dana","LAA","SP","90.1","78","4","0","5.04","1.43","50","88","40","16","17","17","7","0","241"
"Garrett Whitlock","BOS","RP","67.9","75","4","3","3.34","1.15","25","59","20","6","63","0","3","0","240"
"Cole Henry","WSH","RP","62.1","59","2","13","4.77","1.44","33","57","33","9","63","0","3","0","239"
"Will Vest","DET","RP","66.7","67","4","6","3.41","1.21","25","59","21","6","66","0","3","0","238"
"Justin Sterner","ATH","RP","64.9","66","3","8","4.27","1.27","31","59","24","10","62","0","3","0","236"
"Alex Vesia","LAD","RP","61.9","78","4","2","3.59","1.16","25","47","25","9","64","0","3","0","235"
"Phil Maton","CHC","RP","63.3","70","4","5","3.67","1.21","26","53","24","7","65","0","3","0","235"
"Fernando Cruz","NYY","RP","58.6","79","4","2","3.61","1.23","24","46","27","7","59","0","3","0","235"
"Camilo Doval","NYY","RP","63.1","72","4","4","3.58","1.29","25","51","30","5","64","0","3","0","235"
"Charlie Morton","","SP,RP","77.6","79","4","0","4.80","1.46","41","76","37","12","16","15","5","0","235"
"Mark Leiter Jr.","ATH","RP","62.6","68","4","6","4.13","1.32","29","58","24","8","64","0","4","0","234"
"Tanner Scott","LAD","RP","63.0","71","4","4","3.56","1.23","25","52","25","7","63","0","3","0","233"
"Kutter Crawford","BOS","SP","76.8","74","5","0","4.23","1.21","36","71","22","12","42","6","4","0","232"
"Tony Santillan","CIN","RP","68.3","72","3","4","4.20","1.33","32","61","30","9","70","0","3","0","231"
"Kirby Yates","LAA","RP","55.3","66","3","8","4.02","1.28","25","45","26","8","56","0","3","0","230"
"Jordan Leasure","CWS","RP","62.9","71","3","5","4.19","1.29","29","53","28","9","64","0","4","0","230"
"Jose Urquidy","PIT","RP","92.4","69","5","0","4.88","1.35","50","96","29","14","29","15","6","0","230"
"Matt Brash","SEA","RP","61.6","74","3","3","3.22","1.21","22","50","24","5","62","0","3","0","229"
"Adrian Morejon","SD","RP","66.7","67","5","3","3.34","1.18","25","58","21","6","67","0","4","0","228"
"Robby Snelling","MIA","SP","80.4","70","5","0","4.17","1.34","37","79","29","10","15","15","5","0","227"
"Patrick Sandoval","BOS","SP","79.6","72","4","0","4.10","1.39","36","77","34","8","39","9","4","0","226"
"Jonathan Cannon","CWS","SP,RP","92.9","69","4","0","4.91","1.40","51","97","33","15","31","13","6","0","225"
"Cole Sands","MIN","SP,RP","67.1","65","4","4","3.96","1.23","30","62","20","8","66","0","3","0","222"
"Spencer Schwellenbach","ATL","SP","72.2","69","5","0","3.53","1.12","28","65","16","9","12","12","3","0","221"
"Calvin Faucher","MIA","RP","63.5","63","3","6","4.06","1.36","29","60","27","7","64","0","4","0","220"
"Jimmy Herget","COL","RP","75.0","69","3","2","4.45","1.33","37","76","24","11","68","0","4","0","220"
"Jose A. Ferrer","SEA","RP","68.2","64","4","3","3.26","1.18","25","61","20","5","67","0","3","0","219"
"Matt Strahm","KC","RP","63.6","69","4","2","3.57","1.14","25","53","19","8","64","0","3","0","219"
"Robert Gasser","MIL","SP","75.0","70","4","0","3.97","1.25","33","69","24","10","34","9","4","0","219"
"Paul Sewald","ARI","RP","55.4","56","3","10","4.41","1.25","27","51","18","9","56","0","3","0","219"
"Louis Varland","TOR","RP","67.2","67","4","2","3.73","1.22","28","62","20","8","62","0","3","0","217"
"Dylan Lee","ATL","RP","64.8","72","3","1","3.63","1.16","26","57","18","9","66","0","3","0","216"
"Jose Alvarado","PHI","RP","58.9","67","4","3","3.48","1.25","23","50","23","6","60","0","3","0","216"
"Robert Stephenson","LAA","RP","51.6","58","2","10","3.98","1.19","23","45","17","8","51","0","3","0","216"
"Shawn Armstrong","CLE","RP","67.2","66","3","3","3.80","1.21","28","60","21","8","66","0","3","0","215"
"J.T. Ginn","ATH","SP,RP","74.2","69","4","0","4.23","1.32","35","71","26","9","29","10","4","0","215"
"Bryan Baker","TB","RP","62.9","70","3","2","3.86","1.22","27","53","23","8","64","0","3","0","214"
"Matt Svanson","STL","RP","63.7","59","3","6","3.73","1.29","26","59","24","6","58","0","3","0","214"
"Keegan Akin","BAL","SP,RP","65.6","66","4","2","4.01","1.27","29","60","24","9","64","0","3","0","213"
"Gregory Soto","PIT","RP","60.6","65","3","4","3.79","1.31","26","54","25","5","64","0","3","0","213"
"Colin Rea","CHC","SP,RP","83.2","65","4","0","4.46","1.30","41","84","24","12","37","9","5","0","213"
"Juan Mejia","COL","RP","64.5","67","3","3","4.47","1.42","32","62","30","8","63","0","3","0","213"
"Orion Kerkering","PHI","RP","63.0","68","4","1","3.48","1.21","24","54","22","6","65","0","3","0","212"
